Company,Order Plant,Release Plant,Site Name,Region,OrderDate,OrderType,OrderNum,OrderLine,OrderRelNum,CustID,Name,CreditHold,PartNum,SellingReqQty,PackNum,ShipDate,TripNum,Nopol,Driver,ShipToNum,ShipToName,ShipToCity,Plant Coordinate,Cust. Coordinate,Distance KM,NP LL,NP SiteID,NP Site,Distance KM Nearest,NP Gap,EntryPerson,Created User,Status,Status SCM
SIG,SIG006,SIG006,Pontianak,Kalimantan,08/02/2025,SO,507075,1,1,855315,PD Riyanti Mangunsong,No Hold,CYOXGFMR0137666,71,168574,12/02/2025,SIG006-742339,AB 2498 YZ,Gawati Wastuti,,,,"0.0263, 109.3425","-7.82704, 117.308485",1241.672196,"-0.478695, 111.020562",SIG006,Pontianak,1073.526399,168.145797,Irnanto,EMP100006,Order Released,3. Order Released
SGI,SGI007,SGI007,Palu,Sulawesi,20/05/2025,TO,507076,1,1,599465,UD Lestari,No Hold,CYOXGFMR0765905,21,412354,27/05/2025,SGI007-342287,B 7156 ZZ,Jaswadi Tampubolon,8,PD Kusmawati,Bandung,"-0.8917, 119.8707","-6.9175, 107.6191",1515.513747,"-4.467262, 118.164654",SGI012,Palembang,1201.737726,313.776021,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SIG,SIG001,SIG001,Samarinda,Kalimantan,12/06/2025,TO,507077,1,1,813587,PT Damanik Widodo (Persero) Tbk,Aging Hold,CYOXGFMR0814939,93,753841,15/06/2025,SIG001-750310,B 5525 XY,Ayu Laksmiwati,8,CV Pratama Tbk,Samarinda,"-0.5022, 117.1536","-0.5022, 117.1536",0,"0.125671, 114.08387",SIG005,Bekasi,347.794413,-347.794413,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SGI,SGI018,SGI018,Balikpapan,Kalimantan,23/02/2025,TO,507078,1,1,371998,UD Dongoran Wibisono,Credit Hold,CYOXGFMR0333613,58,932254,26/02/2025,SGI018-819163,D 4308 XY,dr. Unggul Mayasari,9,PD Waskita Tbk,Palu,"-1.2654, 116.8312","-0.8917, 119.8707",339.924957,"-4.923961, 108.103397",SGI018,Medan,1380.728223,-1040.803266,Endra,EMP100004,Open Order,1. Open Order
SIG,SIG001,SIG001,Tangerang,Jawa,16/12/2025,SO,507079,1,1,802171,CV Mandasari Tbk,Aging Hold,CYOXGFMR0979005,88,382349,18/12/2025,SIG001-694249,D 7539 XY,Najam Nashiruddin,,,,"-6.1702, 106.6415","-8.216788, 113.318697",775.201911,"-1.624211, 110.775583",SIG001,Semarang,784.334991,-9.13308,Endra,EMP100004,Order Released,3. Order Released
SIG,SIG011,SIG011,Bandar Lampung,Sumatra,15/03/2025,TO,507080,1,1,582932,UD Lailasari Permadi (Persero) Tbk,Credit Hold,CYOXGFMR0547962,82,178090,25/03/2025,SIG011-260786,L 5142 XY,"Aslijan Hutapea, M.Kom.",7,UD Hardiansyah Setiawan Tbk,Samarinda,"-5.3971, 105.2668","-0.5022, 117.1536",1426.926756,"-2.035376, 119.681511",SIG013,Bekasi,328.172832,1098.753924,Aisyah,EMP100002,Shipped,6. Shipped
SIG,SIG020,SIG020,Denpasar,Bali & Nusa Tenggara,08/05/2025,SO,507081,1,1,642721,Perum Nababan Prabowo,No Hold,CYOXGFMR0289909,7,207985,18/05/2025,SIG020-136275,AB 5406 YZ,Asirwada Suartini,,,,"-8.65, 115.2167","-7.281504, 117.281965",275.004609,"-0.003425, 114.041302",SIG014,Palangkaraya,884.331672,-609.327063,Samiah,EMP100012,Order Released,3. Order Released
SIG,SIG007,SIG007,Manado,Sulawesi,18/12/2025,TO,507082,1,1,663678,PT Rahimah Najmudin (Persero) Tbk,Credit Hold,CYOXGFMR0567711,35,491394,26/12/2025,SIG007-201853,D 3451 YZ,Hani Uwais,,,,"1.4748, 124.8421","-7.06338, 114.768792",1465.755111,"-8.354731, 113.745523",SIG007,Gorontalo,182.886375,1282.868736,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SGI,SGI015,SGI015,Pontianak,Kalimantan,13/05/2025,SO,507083,1,1,967110,PT Prayoga Nasyidah (Persero) Tbk,No Hold,CYOXGFMR0449985,72,870475,16/05/2025,SGI015-597081,L 9342 XY,"Edward Wibowo, S.Farm",1,UD Najmudin Sitompul,Mataram,"0.0263, 109.3425","-8.5833, 116.1167",1216.020096,"-4.314456, 106.724029",SGI004,Banjarmasin,1145.212863,70.807233,Harto,EMP100013,Shipped,6. Shipped
SIG,SIG003,SIG003,Bandung,Jawa,14/12/2025,SO,507084,1,1,828521,CV Halimah (Persero) Tbk,Credit Hold,CYOXGFMR0307955,89,964201,21/12/2025,SIG003-898957,D 7988 YZ,"Tgk. Yessi Hidayanto, S.I.Kom",8,CV Simanjuntak,Semarang,"-6.9175, 107.6191","-6.9667, 110.4167",310.581663,"-2.143991, 118.396002",SIG007,Makassar,1034.909277,-724.327614,Harto,EMP100013,Order Closed - Not Shipped,7. Closed
SGI,SGI012,SGI012,Palu,Sulawesi,23/05/2025,TO,507085,1,1,108282,UD Mangunsong,Aging Hold,CYOXGFMR0983080,45,262750,02/06/2025,SGI012-160513,B 9521 ZZ,Padmi Thamrin,,,,"-0.8917, 119.8707","-8.215005, 115.392221",952.840206,"-0.345217, 119.221732",SGI009,Palangkaraya,971.479659,-18.639453,Harto,EMP100013,Shipped,6. Shipped
SGI,SGI014,SGI014,Surabaya,Jawa,21/02/2025,TO,507086,1,1,908552,CV Mayasari Marpaung (Persero) Tbk,Aging Hold,CYOXGFMR0015235,25,242764,24/02/2025,SGI014-194587,B 5805 XY,"Dr. Amalia Dongoran, S.Psi",5,Perum Usamah,Surabaya,"-7.2504, 112.7688","-7.2504, 112.7688",0,"-2.694165, 114.753235",SGI003,Kendari,551.629374,-551.629374,Cahyo,EMP100014,Allocated,4. Allocated
SGI,SGI014,SGI014,Padang,Sumatra,25/09/2025,SO,507087,1,1,147031,PT Widodo Wahyuni,No Hold,CYOXGFMR0800217,93,358369,3/10/2025,SGI014-576025,D 5052 ZZ,"Sari Saefullah, M.TI.",,,,"-0.9471, 100.4172","-5.913675, 112.390699",1438.859478,"-3.728708, 106.43468",SGI016,Mataram,704.20065,734.658828,Endra,EMP100004,Shipped,6. Shipped
SGI,SGI019,SGI019,Pekanbaru,Sumatra,23/10/2025,SO,507088,1,1,789097,CV Andriani,Aging Hold,CYOXGFMR0464796,13,506787,30/10/2025,SGI019-441920,AB 7324 ZZ,Elon Wasita,,,,"0.5071, 101.4478","-2.848997, 110.437401",1065.11604,"-3.63381, 113.027214",SGI001,Pekanbaru,300.378876,764.737164,Pranata,EMP100010,Shipped,6. Shipped
SGI,SGI008,SGI008,Jambi,Sumatra,16/01/2025,TO,507089,1,1,908861,CV Safitri Nainggolan Tbk,No Hold,CYOXGFMR0429465,42,186987,21/01/2025,SGI008-795209,L 1500 XY,"Dalima Latupono, M.TI.",,,,"-1.4852, 102.4381","-5.379004, 118.034355",1784.322447,"0.433259, 117.637785",SGI016,Samarinda,646.661136,1137.661311,Wage,EMP100007,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI001,SGI001,Malang,Jawa,08/05/2025,TO,507090,1,1,845484,UD Sitompul Megantara Tbk,No Hold,CYOXGFMR0225406,50,703118,13/05/2025,SGI001-357249,D 4437 ZZ,"R.M. Saadat Yulianti, S.Pd",,,,"-7.9797, 112.6304","-2.162368, 109.762642",719.921913,"-0.406489, 110.759892",SGI019,Semarang,224.143521,495.778392,Endra,EMP100004,Shipped,6. Shipped
SIG,SIG007,SIG007,Bandung,Jawa,23/07/2025,SO,507091,1,1,251304,UD Natsir Widodo Tbk,Aging Hold,CYOXGFMR0989910,12,438911,26/07/2025,SIG007-317343,AB 2734 XY,Dr. Kala Saefullah,,,,"-6.9175, 107.6191","-2.497336, 110.071724",561.107109,"0.153943, 113.415308",SIG019,Malang,473.657091,87.450018,Ayu,EMP100008,Shipped,6. Shipped
SIG,SIG008,SIG008,Medan,Sumatra,27/06/2025,TO,507092,1,1,919988,CV Mandala (Persero) Tbk,No Hold,CYOXGFMR0375026,32,715377,07/07/2025,SIG008-889957,AB 7132 ZZ,Karja Yuniar,,,,"3.5952, 98.6722","-3.162412, 112.395243",1697.927151,"-0.689837, 118.221797",SIG008,Mataram,702.572613,995.354538,Daliono,EMP100011,Order Released,3. Order Released
SIG,SIG015,SIG015,Samarinda,Kalimantan,30/04/2025,TO,507093,1,1,112291,UD Pratiwi Tbk,Credit Hold,CYOXGFMR0731391,11,795986,08/05/2025,SIG015-778210,AB 9804 YZ,Surya Hassanah,,,,"-0.5022, 117.1536","-8.130899, 106.827051",1425.106245,"-4.938622, 113.600127",SIG011,Pekanbaru,831.131259,593.974986,Wage,EMP100007,Order Closed - Not Shipped,7. Closed
SGI,SGI017,SGI017,Palu,Sulawesi,16/01/2025,TO,507094,1,1,520322,CV Hassanah Laksita,No Hold,CYOXGFMR0724720,28,771072,21/01/2025,SGI017-702757,D 8437 ZZ,Genta Firmansyah,,,,"-0.8917, 119.8707","0.004401, 116.348921",403.373556,"-8.002535, 108.998558",SGI012,Banjarmasin,1206.47787,-803.104314,Lukman,EMP100001,Ready to Deliver,5. Ready to Deliver
SIG,SIG002,SIG002,Palu,Sulawesi,14/01/2025,TO,507095,1,1,218001,CV Saptono Tbk,Credit Hold,CYOXGFMR0838744,91,166509,22/01/2025,SIG002-404577,L 7674 YZ,Citra Prakasa,3,PT Laksmiwati Mayasari,Balikpapan,"-0.8917, 119.8707","-1.2654, 116.8312",339.924957,"-0.698047, 115.147399",SIG018,Banjarmasin,197.226576,142.698381,Aisyah,EMP100002,Ready to Deliver,5. Ready to Deliver
SGI,SGI013,SGI013,Jakarta,Jawa,29/11/2025,TO,507096,1,1,373708,PT Firgantoro (Persero) Tbk,Aging Hold,CYOXGFMR0468991,29,643736,30/11/2025,SGI013-394490,AB 1984 ZZ,"Zahra Utama, S.Psi",9,CV Nurdiyanti Irawan,Manado,"-6.2088, 106.8456","1.4748, 124.8421",2172.06243,"-7.446304, 115.532472",SGI013,Palangkaraya,1431.234111,740.828319,Daliono,EMP100011,Open Order,1. Open Order
SIG,SIG018,SIG018,Gorontalo,Sulawesi,20/04/2025,SO,507097,1,1,800634,UD Melani Zulaika Tbk,Aging Hold,CYOXGFMR0211554,58,409760,28/04/2025,SIG018-438603,B 2626 ZZ,"Tgk. Ajimin Januar, S.E.",7,CV Kuswandari (Persero) Tbk,Surabaya,"0.5372, 123.0615","-7.2504, 112.7688",1432.658685,"-5.090174, 112.486255",SIG015,Samarinda,241.827375,1190.83131,Lukman,EMP100001,Shipped,6. Shipped
SGI,SGI020,SGI020,Palembang,Sumatra,07/05/2025,TO,507098,1,1,508489,Perum Nurdiyanti Tbk,Credit Hold,CYOXGFMR0840893,62,891359,09/07/2025,SGI020-593962,B 2479 YZ,R.M. Radika Laksita,9,UD Laksita Prastuti,Bekasi,"-2.9909, 104.7566","-6.2416, 106.9924",437.934738,"-4.129516, 106.824582",SGI012,Surabaya,235.180251,202.754487,Banara,EMP100005,Shipped,6. Shipped
SIG,SIG001,SIG001,Bandung,Jawa,16/04/2025,SO,507099,1,1,223172,PD Kusumo Nasyiah,No Hold,CYOXGFMR0017908,26,871520,18/04/2025,SIG001-531812,AB 1117 YZ,"Ir. Dinda Setiawan, S.Ked",4,UD Hardiansyah,Manado,"-6.9175, 107.6191","1.4748, 124.8421",2126.634903,"0.789605, 116.365888",SIG020,Yogyakarta,943.928682,1182.706221,Endra,EMP100004,Open Order,1. Open Order
SGI,SGI020,SGI020,Kupang,Bali & Nusa Tenggara,23/02/2025,TO,507100,1,1,732514,PT Hidayat,Aging Hold,CYOXGFMR0284614,97,446434,5/3/2025,SGI020-566490,AB 2950 ZZ,Dwi Pratiwi,5,UD Hartati Tbk,Palembang,"-10.1772, 123.607","-2.9909, 104.7566",2239.287027,"-3.954988, 115.771153",SGI017,Yogyakarta,1227.289815,1011.997212,Aisyah,EMP100002,Shipped,6. Shipped
SIG,SIG019,SIG019,Mataram,Bali & Nusa Tenggara,18/01/2025,SO,507101,1,1,232459,Perum Pudjiastuti Prasetya (Persero) Tbk,Credit Hold,CYOXGFMR0749720,6,451876,20/01/2025,SIG019-947257,AB 1612 YZ,Paris Prastuti,7,Perum Novitasari Tbk,Pontianak,"-8.5833, 116.1167","0.0263, 109.3425",1216.020096,"-0.360929, 118.439425",SIG007,Manado,1010.673093,205.347003,Wage,EMP100007,Credit/Aging Hold,2. Credit/Aging Hold
SGI,SGI016,SGI016,Depok,Jawa,05/05/2025,SO,507102,1,1,732936,PD Mustofa Prasetyo Tbk,Credit Hold,CYOXGFMR0063289,55,571080,09/05/2025,SGI016-927713,B 4855 ZZ,"Ir. Zelda Astuti, S.Pd",5,UD Wulandari,Semarang,"-6.4025, 106.7942","-6.9667, 110.4167",406.945203,"-7.19054, 114.272508",SGI008,Depok,428.7153,-21.770097,Endra,EMP100004,Shipped,6. Shipped
SIG,SIG009,SIG009,Malang,Jawa,14/04/2025,SO,507103,1,1,217286,PT Mustofa Jailani,Aging Hold,CYOXGFMR0448629,14,677676,15/04/2025,SIG009-547667,B 9733 YZ,"Puti Sari Usamah, S.Pd",,,,"-7.9797, 112.6304","1.434316, 106.460446",1249.388805,"0.353129, 106.34513",SIG020,Manado,120.692409,1128.696396,Endra,EMP100004,Ready to Deliver,5. Ready to Deliver
SGI,SGI020,SGI020,Semarang,Jawa,15/09/2025,TO,507104,1,1,492619,Perum Sitompul,Aging Hold,CYOXGFMR0484271,33,687958,16/09/2025,SGI020-133764,D 1620 YZ,Bagya Usada,9,PT Tampubolon Lestari,Kendari,"-6.9667, 110.4167","-3.9766, 122.5151",1383.328953,"-4.674978, 115.931935",SGI009,Manado,734.831655,648.497298,Daliono,EMP100011,Open Order,1. Open Order
SGI,SGI003,SGI003,Samarinda,Kalimantan,04/11/2025,TO,507105,1,1,392157,UD Nugroho Kuswandari (Persero) Tbk,Aging Hold,CYOXGFMR0914835,88,774984,06/11/2025,SGI003-822331,D 7792 XY,"Balijan Nainggolan, S.E.",,,,"-0.5022, 117.1536","-7.949403, 114.793691",867.15087,"-8.435699, 113.759439",SGI007,Bandung,126.859014,740.291856,Endra,EMP100004,Order Released,3. Order Released
SGI,SGI002,SGI002,Denpasar,Bali & Nusa Tenggara,28/05/2025,SO,507106,1,1,316658,PT Hakim,Aging Hold,CYOXGFMR0973833,33,149294,30/05/2025,SGI002-245204,L 6793 XY,dr. Sabrina Laksmiwati,8,CV Widiastuti Gunawan (Persero) Tbk,Samarinda,"-8.65, 115.2167","-0.5022, 117.1536",929.609127,"-4.790264, 107.906801",SGI009,Denpasar,1131.387813,-201.778686,Samiah,EMP100012,Shipped,6. Shipped
SGI,SGI016,SGI016,Kendari,Sulawesi,20/04/2025,TO,507107,1,1,175823,UD Anggraini Maryati (Persero) Tbk,Aging Hold,CYOXGFMR0337450,2,775300,30/04/2025,SGI016-456692,L 8194 YZ,Ani Pradipta,5,CV Aryani Siregar Tbk,Padang,"-3.9766, 122.5151","-0.9471, 100.4172",2475.810267,"-5.880782, 110.944391",SGI018,Bandung,1290.481671,1185.328596,Irnanto,EMP100006,Shipped,6. Shipped
SIG,SIG011,SIG011,Kupang,Bali & Nusa Tenggara,22/06/2025,TO,507108,1,1,709931,Perum Nainggolan Tarihoran Tbk,Aging Hold,CYOXGFMR0559562,29,213700,27/06/2025,SIG011-503550,AB 6324 XY,Dina Sudiati,3,Perum Sitompul Palastri,Denpasar,"-10.1772, 123.607","-8.65, 115.2167",946.625538,"-0.212216, 117.242114",SIG014,Bandung,963.199281,-16.573743,Ayu,EMP100008,Shipped,6. Shipped
SIG,SIG005,SIG005,Padang,Sumatra,15/02/2025,SO,507109,1,1,963512,UD Widiastuti Winarsih Tbk,Aging Hold,CYOXGFMR0732131,22,813415,17/02/2025,SIG005-969758,B 4716 YZ,"Novi Mayasari, S.I.Kom",,,,"-0.9471, 100.4172","-6.38016, 106.156607",877.243656,"-1.739812, 112.298125",SIG011,Palangkaraya,854.419392,22.824264,Gandewa,EMP100000,Shipped,6. Shipped
SIG,SIG007,SIG007,Gorontalo,Sulawesi,03/01/2025,TO,507110,1,1,367252,Perum Pangestu (Persero) Tbk,Credit Hold,CYOXGFMR0277960,27,864575,11/01/2025,SIG007-528668,L 8788 XY,Irma Maulana,2,UD Palastri Wacana,Padang,"0.5372, 123.0615","-0.9471, 100.4172",2518.911345,"-7.178599, 112.044059",SIG014,Semarang,1464.255501,1054.655844,Cahyo,EMP100014,Order Closed - Not Shipped,7. Closed
SGI,SGI011,SGI011,Medan,Sumatra,28/04/2025,SO,507111,1,1,567348,UD Iswahyudi (Persero) Tbk,Aging Hold,CYOXGFMR0603545,96,999536,07/05/2025,SGI011-122598,B 4875 XY,Padmi Sihombing,,,,"3.5952, 98.6722","-6.346889, 108.180328",1527.005133,"-3.314385, 116.024187",SGI018,Kupang,933.471039,593.534094,Harto,EMP100013,Shipped,6. Shipped
SIG,SIG002,SIG002,Malang,Jawa,28/05/2025,TO,507112,1,1,608387,Perum Prastuti Tbk,Credit Hold,CYOXGFMR0834363,18,508728,03/06/2025,SIG002-919517,L 1374 XY,Jefri Ardianto,,,,"-7.9797, 112.6304","-7.039238, 116.397064",430.934967,"-7.25916, 114.535831",SIG010,Samarinda,208.034091,222.900876,Ayu,EMP100008,Credit/Aging Hold,2. Credit/Aging Hold
SIG,SIG007,SIG007,Samarinda,Kalimantan,01/08/2025,SO,507113,1,1,741906,Perum Marpaung Utama,No Hold,CYOXGFMR0062382,31,802460,11/08/2025,SIG007-915616,L 8478 XY,T. Umar Maryadi,,,,"-0.5022, 117.1536","-1.97388, 116.779372",168.555165,"0.891154, 117.416927",SIG010,Samarinda,325.797654,-157.242489,Cahyo,EMP100014,Shipped,6. Shipped
SGI,SGI002,SGI002,Depok,Jawa,24/11/2025,TO,507114,1,1,594926,Perum Handayani (Persero) Tbk,No Hold,CYOXGFMR0181473,66,452217,30/11/2025,SGI002-808798,B 9723 XY,Patricia Nashiruddin,7,CV Gunarto Nasyidah (Persero) Tbk,Jambi,"-6.4025, 106.7942","-1.4852, 102.4381",729.190191,"-4.092552, 112.593884",SGI009,Bandung,1163.850873,-434.660682,Wage,EMP100007,Open Order,1. Open Order
SIG,SIG008,SIG008,Surabaya,Jawa,30/07/2025,TO,507115,1,1,822580,Perum Nasyiah Halimah,Aging Hold,CYOXGFMR0019047,76,247071,02/08/2025,SIG008-249171,L 3829 YZ,Puput Fujiati,,,,"-7.2504, 112.7688","-5.420061, 118.678761",686.746344,"-8.437586, 117.135719",SIG007,Surabaya,376.197204,310.54914,Harto,EMP100013,Shipped,6. Shipped
SIG,SIG012,SIG012,Medan,Sumatra,19/06/2025,SO,507116,1,1,558512,PD Nasyiah Mardhiyah,Aging Hold,CYOXGFMR0900598,94,793438,26/06/2025,SIG012-755673,D 4822 ZZ,Ciaobella Waluyo,10,Perum Utama (Persero) Tbk,Palembang,"3.5952, 98.6722","-2.9909, 104.7566",995.272287,"1.497695, 118.956043",SIG019,Bandar Lampung,1653.012,-657.739713,Gandewa,EMP100000,Allocated,4. Allocated
SGI,SGI017,SGI017,Palembang,Sumatra,23/12/2025,SO,507117,1,1,174716,UD Irawan,Credit Hold,CYOXGFMR0896977,34,679282,24/12/2025,SGI017-331436,D 5867 XY,Ir. Nabila Uwais,,,,"-2.9909, 104.7566","-2.325679, 114.109643",1040.81037,"-7.439321, 118.437481",SGI013,Padang,743.613198,297.197172,Mitra,EMP100003,Order Released,3. Order Released
SIG,SIG015,SIG015,Bandung,Jawa,28/05/2025,TO,507118,1,1,733086,PT Pradipta Maryadi,No Hold,CYOXGFMR0032007,80,250455,30/05/2025,SIG015-417433,D 7708 XY,Devi Pradipta,,,,"-6.9175, 107.6191","-5.108468, 109.32858",276.274449,"-8.218609, 116.466906",SIG004,Palu,864.295062,-588.020613,Mitra,EMP100003,Shipped,6. Shipped
SGI,SGI005,SGI005,Jakarta,Jawa,06/01/2025,SO,507119,1,1,727875,Perum Saputra Nasyidah,No Hold,CYOXGFMR0248552,36,403208,10/01/2025,SGI005-349695,D 4497 ZZ,Dr. Jais Hutapea,1,Perum Lailasari (Persero) Tbk,Semarang,"-6.2088, 106.8456","-6.9667, 110.4167",405.220929,"-1.637149, 106.070194",SGI003,Padang,763.371975,-358.151046,Mitra,EMP100003,Shipped,6. Shipped
SGI,SGI008,SGI008,Bandar Lampung,Sumatra,29/07/2025,TO,507120,1,1,245553,UD Firgantoro (Persero) Tbk,No Hold,CYOXGFMR0731708,49,750971,06/08/2025,SGI008-515108,AB 4482 YZ,"Ir. Iriana Dongoran, M.Kom.",,,,"-5.3971, 105.2668","-4.680453, 110.123215",544.899777,"-3.125505, 111.631314",SGI017,Medan,240.443205,304.456572,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG010,SIG010,Makassar,Sulawesi,20/12/2025,TO,507121,1,1,571585,Perum Sihotang Mustofa,No Hold,CYOXGFMR0081344,63,879691,26/12/2025,SIG010-905611,D 6438 YZ,Ismail Palastri,8,PD Budiyanto Gunawan (Persero) Tbk,Mataram,"-5.1477, 119.4327","-8.5833, 116.1167",530.008461,"0.654476, 109.991805",SIG003,Jakarta,1230.30291,-700.294449,Daliono,EMP100011,Order Released,3. Order Released
SIG,SIG017,SIG017,Pekanbaru,Sumatra,24/06/2025,TO,507122,1,1,453703,Perum Kusumo,No Hold,CYOXGFMR0497577,52,993148,01/07/2025,SIG017-290133,L 9362 ZZ,Paramita Purnawati,10,PT Andriani (Persero) Tbk,Yogyakarta,"0.5071, 101.4478","-7.7956, 110.3695",1352.796072,"-3.776206, 106.805041",SIG012,Denpasar,596.317974,756.478098,Gandewa,EMP100000,Shipped,6. Shipped
SIG,SIG010,SIG010,Kupang,Bali & Nusa Tenggara,30/08/2025,TO,507123,1,1,749999,PT Wibisono Sirait,Credit Hold,CYOXGFMR0981370,53,370728,01/09/2025,SIG010-939755,L 5873 XY,Aurora Zulkarnain,2,PT Anggraini,Banjarmasin,"-10.1772, 123.607","-3.3201, 114.5908",1257.349725,"-4.038307, 106.670263",SIG004,Jakarta,882.786663,374.563062,Banara,EMP100005,Shipped,6. Shipped
SIG,SIG018,SIG018,Jakarta,Jawa,16/03/2025,TO,507124,1,1,598085,PD Gunarto Yolanda (Persero) Tbk,No Hold,CYOXGFMR0874801,95,979659,20/03/2025,SIG018-715561,D 8044 XY,Dr. Queen Kuswoyo,,,,"-6.2088, 106.8456","-3.501258, 110.668626",520.000479,"-7.583587, 119.666607",SIG016,Kupang,1096.762362,-576.761883,Daliono,EMP100011,Ready to Deliver,5. Ready to Deliver
SGI,SGI013,SGI013,Palembang,Sumatra,07/08/2025,TO,507125,1,1,658607,UD Prasetyo Tbk,No Hold,CYOXGFMR0682895,12,105395,14/08/2025,SGI013-111346,D 4255 YZ,Azalea Rajata,8,Perum Rahimah Usada Tbk,Mataram,"-2.9909, 104.7566","-8.5833, 116.1167",1405.484442,"-3.845743, 115.793389",SGI020,Denpasar,527.091936,878.392506,Wage,EMP100007,Order Released,3. Order Released
SIG,SIG019,SIG019,Bandung,Jawa,25/09/2025,SO,507126,1,1,524491,PT Mangunsong,Aging Hold,CYOXGFMR0182830,73,925753,28/09/2025,SIG019-192241,L 6127 XY,Capa Yulianti,,,,"-6.9175, 107.6191","-2.311977, 116.013957",1062.847311,"-7.523153, 118.967932",SIG017,Manado,664.910646,397.936665,Aisyah,EMP100002,Order Released,3. Order Released
SIG,SIG007,SIG007,Manado,Sulawesi,29/12/2025,TO,507127,1,1,297521,UD Hasanah (Persero) Tbk,Aging Hold,CYOXGFMR0294854,89,707196,05/01/2026,SIG007-610637,L 4390 YZ,Dr. Jinawi Prasetyo,,,,"1.4748, 124.8421","1.170595, 106.191889",2070.448812,"-6.206277, 117.603066",SIG019,Medan,1508.26578,562.183032,Gandewa,EMP100000,Shipped,6. Shipped
SGI,SGI014,SGI014,Bandung,Jawa,11/01/2025,SO,507128,1,1,841153,PT Puspasari Manullang,Aging Hold,CYOXGFMR0877242,100,731275,16/01/2025,SGI014-921015,B 6209 ZZ,Argono Damanik,,,,"-6.9175, 107.6191","-6.270876, 117.605133",1110.771006,"0.755909, 107.162301",SGI020,Palembang,1397.138796,-286.36779,Mitra,EMP100003,Shipped,6. Shipped
SIG,SIG018,SIG018,Semarang,Jawa,02/03/2025,TO,507129,1,1,655566,UD Habibi Kusumo (Persero) Tbk,Credit Hold,CYOXGFMR0637453,72,452686,12/03/2025,SIG018-926875,L 8489 ZZ,Mila Mustofa,,,,"-6.9667, 110.4167","-1.877035, 114.699832",738.378771,"-1.647267, 116.00699",SIG007,Malang,147.318978,591.059793,Daliono,EMP100011,Open Order,1. Open Order
SIG,SIG009,SIG009,Malang,Jawa,25/08/2025,SO,507130,1,1,956193,PT Puspasari Hutasoit (Persero) Tbk,Credit Hold,CYOXGFMR0906405,91,134910,03/09/2025,SIG009-745970,L 8789 YZ,Kamaria Usamah,,,,"-7.9797, 112.6304","-4.95376, 113.922392",365.214531,"-5.591625, 108.732544",SIG005,Samarinda,580.4079,-215.193369,Daliono,EMP100011,Order Closed - Not Shipped,7. Closed
SIG,SIG010,SIG010,Padang,Sumatra,31/01/2025,SO,507131,1,1,771233,CV Jailani Palastri,Credit Hold,CYOXGFMR0616751,7,401144,07/02/2025,SIG010-574349,L 6394 ZZ,"Betania Lestari, S.Gz",2,PT Mustofa Simanjuntak,Yogyakarta,"-0.9471, 100.4172","-7.7956, 110.3695",1340.989446,"-6.045785, 107.220757",SIG004,Padang,399.853302,941.136144,Wage,EMP100007,Shipped,6. Shipped
SGI,SGI008,SGI008,Bandar Lampung,Sumatra,08/05/2025,TO,507132,1,1,568813,UD Budiman,Credit Hold,CYOXGFMR0026037,21,838281,12/05/2025,SGI008-545118,AB 6341 ZZ,"Tgk. Hasna Anggriawan, S.I.Kom",,,,"-5.3971, 105.2668","-3.888954, 116.711487",1281.342819,"-2.897229, 111.868638",SGI005,Pekanbaru,548.71185,732.630969,Mitra,EMP100003,Order Released,3. Order Released
SGI,SGI011,SGI011,Yogyakarta,Jawa,09/08/2025,SO,507133,1,1,610139,PT Wibowo,Aging Hold,CYOXGFMR0765688,21,836173,16/08/2025,SGI011-435122,B 3012 XY,drg. Ira Yolanda,,,,"-7.7956, 110.3695","-2.216331, 110.358918",619.299969,"-1.342596, 113.547008",SGI013,Surabaya,366.927261,252.372708,Gandewa,EMP100000,Ready to Deliver,5. Ready to Deliver
SGI,SGI017,SGI017,Denpasar,Bali & Nusa Tenggara,11/01/2025,TO,507134,1,1,385122,PD Agustina,Aging Hold,CYOXGFMR0931206,2,286367,02/11/2025,SGI017-916703,AB 1941 XY,Oman Setiawan,,,,"-8.65, 115.2167","0.701326, 110.122682",1182.013581,"-5.065434, 107.872682",SGI018,Bekasi,687.107205,494.906376,Banara,EMP100005,Order Closed - Not Shipped,7. Closed
SIG,SIG017,SIG017,Malang,Jawa,13/03/2025,SO,507135,1,1,981398,CV Maulana Pradana (Persero) Tbk,Aging Hold,CYOXGFMR0029573,39,970088,17/03/2025,SIG017-414837,L 6496 YZ,Gina Nashiruddin,,,,"-7.9797, 112.6304","-5.210518, 108.498537",552.113778,"-4.428937, 110.007552",SIG005,Surabaya,188.63451,363.479268,Endra,EMP100004,Ready to Deliver,5. Ready to Deliver
